Text,entities,entity_types,Combined
", a number of Android-based tablet computer products , including the Samjiyon tablet computer , can be purchased in North Korea that give access to Kwangmyong .","['tablet computer', 'Samjiyon tablet computer', 'Kwangmyong']","['Device', 'Application', 'Language']","['tablet computer', 'Samjiyon tablet computer', 'tablet computer', 'tablet computer']"
"This peripheral is similar to the Apple IIe Card sold later for certain Macintosh models ; it is a fully functional Apple IIe clone with 128KB RAM and 6502 CPU and double high-resolution graphics , which allows Tandy 1000 computers to run software written for the Apple IIe and IIc platform . It was also marketed to home users and businesses interested in having both MS-DOS and Apple II compatibility . The board has a pass-through RGB cable and floppy drive cable , and requires an open 10-inch 8-bit ISA slot , and uses a boot disk to boot into Apple mode . The boot disk has both DOS and Apple software and is copy-protected . Compatibility is fairly good and allows Tandy 1000 owners to run most Apple II software on their Tandy 1000 machine for less than the cost of owning separate IBM PC and Apple II systems .","['Apple IIe Card', 'Apple IIe', 'CPU', 'Apple IIe', 'MS-DOS', 'ISA slot', 'copy-protected', 'IBM PC']","['Device', 'Device', 'General_Concept', 'Device', 'Application', 'Architecture', 'Application', 'Device']","['6502', 'peripheral', 'Apple IIe Card', 'RAM', 'graphics', 'Tandy 1000', 'pass-through RGB cable', 'floppy drive cable', '10-inch 8-bit ISA slot', 'boot disk', 'Apple II', 'Apple IIe Card', 'Apple IIe', 'CPU', 'Apple IIe', 'MS DOS', 'ISA slot', 'copy - protected', 'IBM PC']"
"It is possible to change the spatial effects of stereo sound on headphones , to better approximate the presentation of speaker reproduction , by using frequency-dependent cross-feed between the channels .",['headphones'],['Device'],"['headphones', 'headphones']"
"Before leaving Griptonite they had held key roles in some of the studio 's more well-known titles such as Shinobi 3D for the Nintendo 3DS , Assassin 's Creed II : Discovery for the Nintendo DS , Spider-Man : Web of Shadows for the Nintendo DS , and The Legend of Spyro : The Eternal Night for the Game Boy Advance .","['Shinobi 3D', 'Nintendo 3DS', ""Assassin 's Creed II : Discovery"", 'Nintendo DS', 'Spider-Man : Web of Shadows', 'Nintendo DS', 'The Legend of Spyro : The Eternal Night', 'Game Boy Advance']","['Application', 'Operating_System', 'Application', 'Device', 'Application', 'Device', 'Application', 'Device']","['Shinobi 3D', 'Nintendo 3DS', ""Assassin ' s Creed II : Discovery"", 'Nintendo DS', 'Spider - Man : Web of Shadows', 'Nintendo DS', 'The Legend of Spyro : The Eternal Night', 'Game Boy Advance']"
"The game was developed as a Vita launch title , and was released along with the console in all regions .",['Vita'],['Device'],['Vita']
The Final Fantasy Legend was the first installment of the SaGa series in Japan and the first Game Boy game produced by Square .,"['The Final Fantasy Legend', 'SaGa', 'Game Boy']","['Application', 'Operating_System', 'Device']","['The Final Fantasy Legend', 'SaGa', 'Game Boy']"
"It was renamed back to iBooks in a next intermittent 10.13.4 macOS beta , showing some uncertainty about the marketing decision . On September 19 , 2019 , Apple included an Audiobooks app with watchOS 6 to play from the Apple Books Audiobook store .","['iBooks', 'macOS', 'watchOS 6']","['Device', 'Application', 'Device']","['iBooks', 'Audiobooks', 'Apple Books Audiobook', 'iBooks', 'macOS', 'watchOS', 'Apple']"
The game is compatible with the PlayStation Vita TV .,['PlayStation Vita TV'],['Device'],"['PlayStation Vita TV', 'PlayStation Vita']"
The PS4 version is backwards compatible with the PS5 .,"['PS4', 'PS5']","['Operating_System', 'Device']","['PS4', 'backwards compatible', 'PS5']"
"AMSDOS first appeared in 1984 on the CPC 464 , with added 3 inch disk drive , and then on the CPC 664 and CPC 6128 .","['AMSDOS', '3 inch disk']","['Operating_System', 'Device']","['disk drive', 'AMSDOS', 'AMSDOS', 'CPC', 'CPC 66', 'CPC 6128']"
is a party video game developed and published by Nintendo as a pack-in launch title for the Wii U home video game console in 2012 .,"['the Wii', 'home video game console', '2012']","['Operating_System', 'Device', 'Application']","['Wii', 'home video game console']"
"When Ninja Cop Saizou was released in the U.S. and Europe as Wrath of the Black Manta , it came with several notable differences .","['Ninja Cop Saizou', 'Wrath of the Black Manta']","['Device', 'Device']","['Ninja Cop Saizou', 'Wrath of the Black Manta']"
"Semi-DDM USB KVM Dedicated USB console port(s ) work with all USB-HID ( including keyboard and mouse ) , but do not maintain the connected devices ' presence to all of the targeted systems simultaneously .","['USB', 'KVM', 'USB', 'keyboard']","['Protocol', 'Application', 'Protocol', 'Device']","['keyboard', 'mouse', 'USB', 'USB']"
"Opportunities were perceived for making compilations of video clips available on CD-ROM for multimedia authoring purposes , although educational developers felt that the true value of the technology would be realised by making video like other forms of information , permitting its use in different contexts and works and thus offering children "" control over the media "" .",['CD-ROM'],['Device'],['CD - ROM']
"AirDrop is a proprietary wireless ad hoc service in Apple Inc. ' s iOS and macOS operating systems , introduced in Mac OS X Lion ( Mac OS X 10.7 ) and iOS 7 , which can transfer files among supported Macintosh computers and iOS devices by means of close-range wireless communication .","['AirDrop', 'proprietary', 'wireless ad hoc service', 'iOS', 'macOS', 'Mac OS X Lion', 'Mac OS X 10.7', 'iOS 7', 'Macintosh', 'iOS']","['Operating_System', 'Application', 'Protocol', 'Application', 'Application', 'Application', 'Application', 'Operating_System', 'Device', 'Application']","['Macintosh computers', 'iOS devices', 'iOS', 'macOS', 'Mac OS X Lion', 'Mac OS X 10.7', 'iOS 7', 'AirDrop', 'proprietary', 'wireless ad ho', 'iOS', 'macOS', 'Mac OS X Lion', 'Mac OS X 10 . 7', 'iOS 7', 'Macintosh', 'iOS']"
"The four reviewers of GameFan praised the FM Towns port for the presentation , graphics and sound , regarding it to be better than the Sega Genesis version of Truxton but some ultimately noted it to be a standard shoot ' em up title .","['FM Towns', 'Sega Genesis', 'Truxton']","['Device', 'Operating_System', 'Application']","['FM Towns', 'Sega Genesis', 'Truxton']"
"Complementing the GH1 is a purpose built video optimized "" kit "" super zoom lens , the HD video-optimized LUMIX G VARIO HD 14-140mm/F4.0 -5.8 ASPH./MEGA O.I.S.",['LUMIX'],['Device'],['super zoo']
"On October 13 , 2010 , Sony announced an official surround sound system for PS3 through the official PlayStation YouTube channel . The PlayStation 3 can also use DualShock 4 controller initially via USB cable , but Firmware update 4.60 enabled wireless connection .","['PlayStation', 'YouTube channel', 'PlayStation', 'USB', 'Firmware']","['Device', 'General_Concept', 'Device', 'Protocol', 'Application']","['DualShock 4 controller', 'PS3', 'YouTube channel', 'PlayStation 3']"
"Some additional features such as boilerplating and integration with Profile , Tandy 's database program for all of their TRS-80 platforms , are available for the disk versions .","['Profile', 'TRS-80']","['Application', 'Device']","['Profile', 'TRS - 80']"
"Achieving true typeahead requires maintaining a so-called "" typeahead buffer "" — a FIFO queue , for instance — whose role it is to store a limited amount of keyboard input until it is called for .","['typeahead', 'typeahead buffer', 'FIFO', 'keyboard']","['Device', 'Device', 'Operating_System', 'Device']","['typeah', 'typeah', 'FIFO', 'que', 'keyboard']"
"When the DS was announced , Yoshizawa stated that "" the time was right "" .",['DS'],['Device'],['DS']
"The DLC was announced to be released on September 29 , 2009 , on which date it was released for free for PC , but was accidentally released on Xbox Live at a higher price .","['DLC', 'PC', 'Xbox']","['Protocol', 'Device', 'Operating_System']","['DL', 'Xbox']"
"Micron and Intel announced that they were producing their first 20nm MLC NAND flash on April 14 , 2011 .",['MLC'],['Device'],['20nm']
Trenton Webb of Amiga Format also considered the sound to be the weakest aspect of the game .,['Amiga'],['Device'],['Amiga']
"In December 2009 , Ansca launched Corona SDK 1.0 for iPhone .","['Corona SDK', 'iPhone']","['Operating_System', 'Device']","['iPhone', 'Co', 'iPhone']"
"Collectively , the MacBook brand was the "" world 's top-selling line of premium laptops. """,['MacBook'],['Device'],"['Mac', 'laptop']"
Western Digital used the 8X300 in their WD1000 ST506 hard disk controller and the 8X305 in their WD1001 ECC hard disk controller .,['ST506'],['Device'],"['hard disk controller', 'ECC', 'hard disk controller']"
"Parker Brothers ported the game to the Atari 8-bit family , Atari 2600 , Atari 5200 , Intellivision , Commodore 64 , TI-99/4A , and ColecoVision , and one of the few games ported to the Odyssey² .","['Atari 8-bit family', 'Atari 2600', 'Atari 5200', 'Intellivision', 'TI-99/4A', 'ColecoVision', 'Odyssey²']","['Device', 'General_Concept', 'General_Concept', 'Operating_System', 'Device', 'Device', 'Application']","['Atari 2600', 'Atari 5200', 'Intellivision', 'Commodore 64', 'TI-99/4A', 'ColecoVision', 'Odyssey²', 'Atari 8 - bit family', 'Atari 2600', 'Atari 5200', 'Intellivision', 'TI - 99 / 4A', 'ColecoVision']"
Riley 's Mine is an action game designed by Mark Riley and published in 1983 by Datasoft for the Atari 8-bit home computer .,"[""Riley 's Mine"", 'action game', 'Datasoft', 'Atari 8-bit']","['Application', 'Application', 'Application', 'Device']","[""Riley ' s Mine"", 'action game', 'Atari 8 - bit']"
"Categoryof graphics card Numberrange SuffixSuffixes indicate its performance layer , and those listed are in order from weakest to most powerful .",['graphics card'],['Device'],"['graphics card', 'graphics card']"
"Standard power models also support up to DDR5-4800 or DDR4-3200 memory . Modelnumber P-core ( performance ) E-core ( efficiency ) L3cache GPUmodel GPUfrequency Power Socket I/O bus rowspan = 2 style = "" text-align:right ; "" Release date sSpecnumber Partnumber(s ) Releaseprice ( USD ) Cores(threads ) Freq . All models support : MMX , SSE , SSE2 , SSE3 , SSSE3 , SSE4.1 , SSE4.2 , Enhanced Intel SpeedStep Technology ( EIST ) , Intel 64 , XD bit ( an NX bit implementation ) , Intel VT-x , Smart Cache , Hyper-threading .","['power', 'Power', 'Socket', 'MMX', 'SSE', 'SSE2', 'SSE3', 'SSSE3', 'Intel SpeedStep', 'EIST', 'XD bit', 'NX bit', 'Hyper-threading']","['General_Concept', 'General_Concept', 'General_Concept', 'Architecture', 'General_Concept', 'General_Concept', 'General_Concept', 'General_Concept', 'Device', 'Device', 'General_Concept', 'General_Concept', 'Operating_System']","['Socket', 'threads', 'MMX', 'SSE', 'SSE2', 'SSE3', 'SSSE3', 'Intel SpeedStep', 'EIST', 'XD bit', 'NX bit', 'Hyper threading']"
A remastered version of Cities : Skylines was released exclusively for PlayStation 5 and Xbox Series X/S on 15 February 2023 .,"['Cities : Skylines', 'PlayStation 5', 'Xbox Series X/S']","['Application', 'Device', 'Device']","['Cities : Skylines', 'PlayStation 5', 'Xbox Series X / S']"
"Arcade 3DSAction Hitman Go iOSPuzzle Secrets of Rætikon Win , Mac , LinAction-adventure Smash Cat Heroes 3DS 18 Wargame : Red Dragon WinReal-time strategy 22 Demon Gaze PSVitaRole-playing , dungeon crawler Octodad : Dadliest Catch PS4Adventure Skullgirls Encore XBLAFighting Soulcalibur : Lost Swords PSNFighting The Walking Dead : Season 2 - Episode 1 : All That Remains PSVitaGraphic adventure The Walking Dead : Season 2 - Episode 2 : A House Divided PSVitaGraphic adventure Warface XBLAFirst-person shooter Fract OSC Win , MacPuzzle , rhythm 23 XCOM : Enemy Unknown AndroidTurn-based tactics , tactical role-playing 24 Trials Fusion WinPlatform , racing Blackwell Epiphany WinGraphic adventure Wayward Souls iOSAction-adventure 25 Dark Souls II WinAction role-playing Dustforce XBLAPlatformNES Remix 2 WiiUAction , arcade 28 The Undead Syndrome 2 XBLA 29 Daylight Win , PS4Survival horror Gardening Mama 2 : Forest Friends 3DSSimulation , minigame JoJo 's Bizarre Adventure : All Star Battle PS3Fighting Raiden IV : Overkill PS3Vertical scrolling shooter The Amazing Spider-Man 2 Win , PS3 , PS4 , WiiU , X360 , 3DS , iOS , AndroidAction-adventure Yu-Gi-Oh !","['Hitman Go', 'Secrets of Rætikon', 'Win', 'Mac', '3DS', 'Wargame : Red Dragon', 'strategy', 'Demon Gaze', 'Octodad : Dadliest Catch', 'Skullgirls Encore', 'Soulcalibur : Lost Swords', 'The Walking Dead : Season 2', 'The Walking Dead : Season 2', 'Warface', 'Fract OSC', 'Win', 'XCOM : Enemy Unknown', 'Trials Fusion', 'Blackwell Epiphany', 'Dark Souls II', 'Dustforce', 'XBLA', 'Daylight', 'Win', 'Gardening Mama 2 : Forest Friends', ""JoJo 's Bizarre Adventure : All Star Battle"", 'The Amazing Spider-Man 2', 'Win', 'PS3', 'PS4', 'WiiU', 'X360', '3DS', 'iOS']","['Application', 'Application', 'Application', 'Operating_System', 'Operating_System', 'Application', 'Application', 'Application', 'Application', 'Application', 'Application', 'Application', 'Application', 'Application', 'Application', 'Application', 'Application', 'Application', 'Application', 'Application', 'Application', 'Device', 'Application', 'Application', 'Device', 'Application', 'Application', 'Application', 'Operating_System', 'Operating_System', 'Device', 'Operating_System', 'Operating_System', 'Application']","['iOS', 'Mac', 'Lin', 'PS4', 'PSN', 'Android', 'WiiU', 'X360', '3DS', 'iOS', 'Hitman Go', 'Secrets of Rætikon', 'Mac', 'Smash Cat Heroes', '3DS', 'Wargame : Red Dragon', 'Demon Gaze', 'Octodad : Dadliest Catch', 'Skullgirls Encore', 'Soulcalibur : Lost Swords', 'The Walking Dead : Season 2 All That Reins', 'The Walking Dead', 'A House Divided', 'Warface', 'Fract OSC', 'XCOM : Enemy Unknown', 'Trials Fusion', 'Blackwell Eny', 'Wayward Souls', 'Dark Souls II', 'DustforceNES', 'The Undead Syndrome 2', 'XBLA', 'Daylight', 'Gardening Mama 2 : Forest Friends', ""JoJo ' s Bizarre Adventure : All Star Battle"", 'Raiden IV : Overkill', 'The Amazing Spider - Man 2', 'PS3', 'PS4', 'Wii', 'X360', '3DS', 'iOS']"
