Text,entities,entity_types,Combined
It is the third home console entry in the Contra series after Contra ( 1988 ) and Super C ( 1990 ) for the Nintendo Entertainment System ( NES ) .,['home console'],['Device'],"['home console', 'home console']"
Notebook Review said the keyboard had a ‘  - distinctive ThinkPad feel - and - the touchpad and touchpad buttons were smooth and responsive. -,"['Notebook', 'keyboard']","['Device', 'Device']","['touchpad', 'Notebook', 'keyboard']"
"16-bit versions of characters from the original trilogy , including Max Thunder , Skate , Dr. Zan , and Shiva , can be unlocked by raising the lifetime score .",['16-bit'],['Device'],"['16-bit', '16 bit']"
"Despite being initially launched for the Neo Geo MVS , Top Player 's Golf would be later released for both Neo Geo AES and Neo Geo CD in 1991 and 1994 respectively , and has since been re-released through download services for various consoles , among other ways to play it as of date .",['Neo Geo CD'],['Device'],"['Neo Geo CD', 'Neo Geo AES', 'Neo Geo CD']"
"The Peters MC64 was a Russian ZX Spectrum clone from around 1993 , made by Peters Plus , Ltd. , who went on to make the Sprinter .",['Sprinter'],['Device'],"['Sprinter', 'Sprinter']"
"Parallels Workstation virtualizes all devices within the virtual environment , including the video adapter , network adapter , and hard disk adapters .","['video adapter', 'hard disk']","['Device', 'Device']","['video adapter', 'hard disk adapters', 'network adapter', 'hard disk']"
Specifies if DOS data and code should be loaded into UMBs .,['DOS'],['Device'],"['DOS', 'DOS']"
PlayStation Move is now being actively used in recreational therapy on children that suffer from obesity .,['PlayStation Move'],['Device'],"['PlayStation Move', 'PlayStation Move']"
It is included in most Windows Server operating systems as a set of processes and services .,['Windows Server'],['Device'],"['Windows Server', 'Windows Server']"
is a first person shoot ' em up game released in 1983 for the Atari 8-bit family and Commodore 64 programmed by Paul Woakes for Novagen Software .,['Atari 8-bit family'],['Device'],"['Atari 8-bit family', 'Atari 8 - bit family']"
"And does not support the ThinkLight to illuminate the keyboard , instead using a keyboard backlight .","['ThinkLight', 'keyboard', 'keyboard']","['Device', 'Device', 'Device']","['keyboard', 'ThinkLight', 'keyboard']"
"A spin-off game , PlayStation Vita Pets : Puppy Parlour , was released for iOS and Android on June 3 , 2014 .",['PlayStation Vita Pets'],['Device'],"['PlayStation Vita', 'PlayStation Vita']"
"Frequently compared to heist films , reviewers praised Monacos art style and how its minimalist design suited its gameplay .",['minimalist'],['Device'],"['Monacos', 'minimal']"
Gears 5 begins with Delta returning to Azura to launch the Hammer satellites as the Swarm begins to attack COG Settlements .,['Gears 5'],['Device'],"['Gears 5', 'Gears 5']"
D-Lightsys cooperated on this research with the development of the optoelectronic modules .,['D-Lightsys'],['Device'],"['optoelectronic modules', 'D - Lights']"
Daredevil 's largest role was as the title character in the Game Boy Advance game based on the 2003 film .,"['Daredevil', 'Game Boy Advance']","['Device', 'Device']","['Game Boy Advance', 'Daredevil', 'Game Boy Advance']"
"IBM ALP IBM OS/2 AT&T AT&T Unix System V Digital Research ASM86 Digital Research CP/M -86 , DOS , Intel 's ISIS and iRMX FASM Tomasz Grysztar Windows , DOS , Linux , Unix-like GAS GNU Project Unix-like , Windows , DOS , OS/2 HLA Randall Hyde Windows , Linux , FreeBSD , macOS Open Watcom Assembler( HJWASM a.k.a.","['DOS', 'DOS', 'DOS']","['Device', 'Device', 'Device']","['DOS', 'DOS', 'DOS', 'DOS']"
"One of the best action titles on the PS2 , God of War stands out as an ultraviolent masterpiece. -",['PS2'],['Device'],"['PS2', 'PS2']"
"IBM 024 , 026 , and 029 keypunches and their companion verifiers , the 056 and 059 , could be programmed to a limited extent using a Program Card , also known as a drum card .",['keypunches'],['Device'],"['Program Card', 'drum card', 'keypu']"
"There are sixteen open wheel racing tracks in the game ; all of them correspond to the 1992 Formula One season , with races all over the Earth .",['racing'],['Device'],"['open wheel', 'racing']"
GameShark 's Will Jayson Hill wrote that - about the sharpest criticism that can be leveled at Darkwatch is that it really adds nothing original in the gameplay department .,['GameShark'],['Device'],"['GameShark', 'GameShark']"
"The IBM 5100 portable computer , introduced in 1975 , offered an option to execute the System/360 ' s APL.SV programming language through a hardware emulator .",['IBM 5100'],['Device'],"['IBM 5100', 'IBM 5100', 'portable computer']"
"Although earlier versions of Windows Media Player played WMA files , support for WMA file creation was not added until the seventh version .",['Windows Media Player'],['Device'],"['WMA', 'Windows Media Player']"
"Before the Amiga , raytracing was only available for dedicated graphic workstations such as the SGI .",['Amiga'],['Device'],"['Amiga', 'Amiga']"
"The Pegasos II uses a Marvell Discovery II MV64361 northbridge , removing the need for the - April - chipset fix on the previous model , and additionally offers integrated Gigabit LAN and DDR support , and the ability to use the Freescale - G4 - processor line .","['Pegasos', 'northbridge']","['Device', 'Device']","['Pegasos II', 'Pegasos', 'northbridge']"
"Tri-state circuitry sometimes incorporates a CMOS MOSFET switch on its output to provide for a low-ohmic , full-range output when on , and a high-ohmic , mid-level signal when off .","['Tri-state circuitry', 'CMOS']","['Device', 'Device']","['CMOS', 'Tri - state circuit', 'CMOS']"
"Meanwhile , IGN opined the booklet failed to demonstrate Mario 's importance , missing information about the Game Boy installments , Yoshi 's Island , and other Nintendo games .","[""Yoshi 's Island""]",['Device'],"['Game Boy', 'Game Boy', ""Yoshi ' s Island""]"
"In the air , the flight computer can be used to calculate ground speed , estimated fuel burn and updated estimated time of arrival .",['flight computer'],['Device'],"['flight computer', 'flight computer']"
"In many data processing applications , the punched cards were verified by keying exactly the same data a second time , checking to see if the second keying and the punched data were the same ( known as two pass verification ) .",['two pass verification'],['Device'],"['punched cards', 'two pass verification']"
"There are also two - Auto - power-ups , shaped like the enemy characters from Vulgus : one is shaped like the - Yashichi - and allows the player to fire continuously with either firing button held down ; while the other , which is shaped like the - Sakichi - , allows the player to shoot upwards , downwards and forwards at the same time , but at a slower rate than the regular shot .",['Vulgus'],['Device'],"['Yashichi', 'Sakichi', 'Vulgus']"
"A version for the PlayStation 2 , Xbox , and GameCube was in development , but never released .",['PlayStation 2'],['Device'],"['PlayStation 2', 'PlayStation 2']"
The PlayStation 2 and Xbox versions have some similar online game modes and can be played with up to 8 players .,['PlayStation 2'],['Device'],"['PlayStation 2', 'PlayStation 2']"
"This interface was designed to be easily hooked up to the Intel MCS-51 XRAM interface , using only two address pins , which allowed displaying text on LCD using simple MOVX commands , offering cost effective option for adding text display to devices .",['LCD'],['Device'],"['Intel MCS-51', 'LCD']"
"The pinout of B and A sides are as follows , looking down into the motherboard connector ( pins A1 and B1 are closest to backplate ) .",['motherboard'],['Device'],"['motherboard connector', 'motherboard']"
Windows Media Video Screen ( WMV Screen ) are video formats that specialise in screencast content .,['WMV'],['Device'],"['WMV Screen', 'Windows Media Video Screen', 'WMV']"
Defines count and logical order and configures I/O address and timeout for LPT1 : device .,['LPT1'],['Device'],"['LPT1', 'LPT1']"
"The Filesystem in Userspace ( FUSE ) mechanism allows userland code to plug into the virtual file system mechanism in Linux , NetBSD , FreeBSD , OpenSolaris , and macOS .",['NetBSD'],['Device'],"['macOS', 'NetBSD']"
"Note that the following chart represents typical practical cable lengths ; the CoaXPress specification only specifies the electrical characteristics of CXP cables for each speed standard , it does not explicitly specify maximum lengths .",['CoaXPress'],['Device'],"['CoaXPress', 'CoaXP']"
"The Saturn and PlayStation versions of the game include an FMV documentary on the - Golden Age of Atari - , featuring video interviews with the programmers behind the six games in the compilation .","['Saturn', 'PlayStation']","['Device', 'Device']","['PlayStation', 'Saturn', 'PlayStation']"
"A total of 445 PDP-9 systems were produced , of which 40 were the compact , low-cost PDP-9/L units .",['PDP-9'],['Device'],"['PDP-9', 'PDP - 9']"
"The first game was ported to iOS and Android in August 2012 , with new features such as retina display support , touch screen controls , and a new image gallery .",['touch screen'],['Device'],"['touch screen', 'touch screen']"
autorun.inf is an ASCII text file located in the root folder of a CD-ROM or other volume device medium ( See AutoPlay device types ) .,['CD-ROM'],['Device'],"['CD-ROM', 'CD - ROM']"
Slime Mori Mori Dragon Quest was the runner up for IGNs best Japanese exclusive game of 2003 .,['Slime'],['Device'],"['Slime Mori Mori Dragon Quest', 'Slime Mori Mori Dragon Quest']"
This compiler went through many versions covering all mainframe operating systems including the operating systems of the Japanese plug-compatible machines ( PCMs ) .,['plug-compatible machines'],['Device'],"['mainframe', 'plug - compatible']"
The Model 44 can support up to one standard and two high-speed System/360 multiplexer channels in addition to integrated adapters for the single disk storage and the console 1052 printer/keyboard .,['1052 printer/keyboard'],['Device'],['console 1052']
"This enables the use of mobile phones and tablets for indoor navigation , 3D mapping , measurement of physical spaces , recognition of known environments , augmented reality , and windows into virtual 3D worlds .","['tablets', 'indoor navigation']","['Device', 'Device']","['tablets', 'tablets', 'indoor navigation']"
Optional DISK BASIC allows disk I/O for an external floppy drive .,['floppy drive'],['Device'],"['floppy drive', 'floppy drive']"
The ILLIAC II was one of the first transistorized computers .,"['ILLIAC II', 'transistorized computers']","['Device', 'Device']","['ILLIAC II', 'ILLIAC II', 'transistorized computers']"
with a 16-bit databus ) .,['16-bit'],['Device'],"['16-bit', '16 bit']"
"In 1994 , Electronic Gaming Monthly gave the Sega CD version a 6.2 out of 10 , criticizing that - pinpoint accuracy - was required to complete the game , making it too frustrating .",['Sega CD'],['Device'],"['Sega CD', 'Sega CD']"
This circuitry converts an in-memory bitmap into a video signal that can be displayed on a computer monitor .,['computer monitor'],['Device'],"['computer monitor', 'computer monitor']"
"The Galaxy Tab 8.9 retains the Samsung PDMI-like proprietary interface connector , which is used for both charging and data transfer .",['Galaxy Tab 8.9'],['Device'],"['Galaxy Tab 8.9', 'Galaxy Tab 8 9']"
PlayStation 2 as part of the Oretachi Geasen Zoku Sono series in 2005 in Japan .,['PlayStation 2'],['Device'],"['PlayStation 2', 'PlayStation 2']"
"Similar to under DOS and under OS/2 , but loads programs in background concurrently .",['DOS'],['Device'],"['DOS', 'DOS']"
It is a special ASCII text file that contains user-accessible setup or configuration directives evaluated by the operating system 's DOS BIOS ( typically residing in IBMBIO.COM or IO.SYS ) during boot .,['DOS'],['Device'],"['DOS', 'DOS']"
This is intended to ease dual booting between Windows9x and DOS .,['DOS'],['Device'],"['DOS', 'DOS']"
Part of the project is an open source ETL engine to load the project sensor data into an OGC SensorThings API .,['SensorThings API'],['Device'],"['SensorThings API', 'SensorThings API']"
"The seven titles include three interactive demos and four non-interactive demos ; the former being Chocobo Racing , Front Mission 3 and Threads of Fate , and the latter Chrono Cross , SaGa Frontier 2 , Chocobo 's Dungeon 2 and Legend of Mana .","[""Chocobo 's Dungeon 2""]",['Device'],"['Chocobo Racing', ""Chocobo ' s Dungeon 2""]"
