Text,entities,entity_types,UniNER
Weird machine behaviors are observed even in hardware .,['Weird machine'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
An off-by-one error can sometimes appear in a mathematical context .,['off-by-one error'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"HTTP request smuggling commonly takes the form of CL.TE , TE.CL , or TE.TE , although more complex attacks using HRS do exist .",['HTTP request smuggling'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Buffer overflow protection is used to detect the most common buffer overflows by checking that the stack has not been altered when a function returns .,"['Buffer overflow', 'buffer overflows']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"This URI may be served via HTTP or HTTPS ; however , the user agent cannot send HPKP violation reports to an HTTPS URI in the same domain as the domain for which it is reporting the violation .",['HPKP'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Even though TLS specifications require servers to check the padding , some implementations fail to validate it properly , which makes some servers vulnerable to POODLE even if they disable SSL 3.0 .",['POODLE'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"This method mitigates smudge attacks because the smudges are all smushed together , and the users are required to draw a circular virtual wheel in either direction after drawing the pattern password .",['smudge attacks'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Stack buffer overflow bugs are caused when a program writes more data to a buffer located on the stack than what is actually allocated for that buffer .,['Stack buffer overflow'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Instead , memory safety properties must either be guaranteed by the compiler via static program analysis and automated theorem proving or carefully managed by the programmer at runtime .",['memory safety'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Browser extensions such as RequestPolicy ( for Mozilla Firefox ) or ( for both Firefox and Google Chrome/Chromium ) can prevent CSRF by providing a default-deny policy for cross-site requests .,['CSRF'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The number had dropped to 144,000 , according to a search on shodan.io for "" vuln:cve-2014-0160 "" .",[],[],"defaultdict(<class 'list'>, {})"
"Apple 's Safari ( on OS X 10.8 , iOS 8.1 and later ) mitigated against POODLE by removing support for all CBC protocols in SSL 3.0 , however , this left RC4 which is also completely broken by the RC4 attacks in SSL 0 .. POODLE was completely mitigated in OS X 10.11 ( El Capitan 2015 ) and iOS 9 ( 2015 ) .","['POODLE', 'POODLE']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"This can be useful to avoid detection of the code and to allow the code to pass through filters that scrub non-alphanumeric characters from strings ( in part , such filters were a response to non-alphanumeric shellcode exploits ) .",['shellcode'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Anti-spyware software programs can be used solely for detection and removal of spyware software that has already been installed into the computer .,['spyware'],['CWE_Other'],"defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
"Meltdown was discovered independently by Jann Horn from Google 's Project Zero , Werner Haas and Thomas Prescher from Cyberus Technology , and Daniel Gruss , Moritz Lipp , Stefan Mangard and Michael Schwarz from Graz University of Technology .",['Meltdown'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
This is one of the most common types of downgrade attacks .,['downgrade attacks'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Load value injection ( LVI ) is an attack on Intel microprocessors that can be used to attack Intel 's Software Guard Extensions ( SGX ) technology .,['Load value injection'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"According to Wheeler , the most efficient technique which could have prevented Heartbleed is a test suite thoroughly performing robustness testing , i.e.",['Heartbleed'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"This general property of web browsers enables CSRF attacks to exploit their targeted vulnerabilities and execute hostile actions as long as the user is logged into the target website ( in this example , the local uTorrent web interface ) at the time of the attack .",['CSRF attacks'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
The Storm Worm is one representation of Compounded SQLI .,['SQLI'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Detection by examining storage while the suspect operating system is not operational can miss rootkits not recognised by the checking software , as the rootkit is not active and suspicious behavior is suppressed ; conventional anti-malware software running with the rootkit operational may fail if the rootkit hides itself effectively .","['rootkits', 'rootkit', 'rootkit', 'rootkit']","['Wiki_Exploit', 'Wiki_Exploit', 'Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Rootpipe is a security vulnerability found in some versions of OS X that allows privilege escalation whereby a user with administrative rights , or a program executed by an administrative user , can obtain superuser ( root ) access .",['Rootpipe'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"proposed a design for a library called JSAgents , ( later DOMPurify ) that would be effective at sanitizing markup injection attacks such as those related to cross-site scripting and DOM clobbering .",['DOM clobbering'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
GuardedID ( a commercial product ) includes client-side clickjack protection for users of Internet Explorer without interfering with the operation of legitimate iFrames .,['clickjack'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Members of the ZHA also received source code of the Zimperium 's proof-of-concept Stagefright exploit before it was publicly released .,['Stagefright'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[""Stagefright""]']})"
"Exploits that target browsers commonly encode shellcode in a JavaScript string using percent-encoding , escape sequence encoding """" or entity encoding .",['shellcode'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Both of these alternatives can cause off-by-one errors .,['off-by-one errors'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Windows 10 introduced a new feature called "" Device Guard "" , that takes advantage of virtualization to provide independent external protection of an operating system against rootkit-type malware .",[],[],"defaultdict(<class 'list'>, {})"
The entropy of a NOP slide is dependent upon the constraints placed on it .,['NOP slide'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Scanners and fuzzers can help find injection flaws .,['injection flaws'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Critical race conditions cause invalid execution and software bugs .,['race conditions'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"A downgrade attack , also called a bidding-down attack , or version rollback attack , is a form of cryptographic attack on a computer system or communications protocol that makes it abandon a high-quality mode of operation ( e.g.","['downgrade attack', 'version rollback attack']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In 2008 , eBay sued four successful affiliate marketers on their platform who had used cookie stuffing techniques .",['cookie stuffing'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Drive-by downloads may happen when visiting a website , opening an e-mail attachment or clicking a link , or clicking on a deceptive pop-up window : by clicking on the window in the mistaken belief that , for example , an error report from the computer 's operating system itself is being acknowledged or a seemingly innocuous advertisement pop-up is being dismissed .",['Drive-by downloads'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The scenario transmits covert information through a "" when-is-sent "" strategy therefore termed as timing covert channel .",['covert channel'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The 2012 LinkedIn hack refers to the computer hacking of LinkedIn on June 5 , 2012 .",['2012 LinkedIn hack'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
The Foreshadow vulnerability is a speculative execution attack on Intel processors that may result in the disclosure of sensitive information stored in personal computers and third-party clouds .,['Foreshadow'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In order for a CSRF attack to work , an attacker must identify a reproducible web request that executes a specific action such as changing an account password on the target page .",['CSRF attack'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Return-oriented programming is an advanced version of a stack smashing attack .,['Return-oriented programming'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"An example of a structural vulnerability is a person working in a critical part of the system with no security training , who does n’t follow the software patch cycles and who is likely to disclose critical information in a phishing attack .",['structural vulnerability'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Clickjacking ( classified as a user interface redress attack or UI redressing ) is a malicious technique of tricking a user into clicking on something different from what the user perceives , thus potentially revealing confidential information or allowing others to take control of their computer while clicking on seemingly innocuous objects , including web pages .",['Clickjacking'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
A buffer overflow occurring in the heap data area is referred to as a heap overflow and is exploitable in a manner different from that of stack-based overflows .,['buffer overflow'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"On 12 September 2014 , Stéphane Chazelas informed Bash 's maintainer Chet Ramey of his discovery of the original bug , which he called "" Bashdoor "" .",['Bashdoor'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The best and most reliable method for operating-system-level rootkit detection is to shut down the computer suspected of infection , and then to check its storage by booting from an alternative trusted medium ( e.g.",['rootkit'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Depending on settings , these browsers may ask the user before opening an image with the .wmf extension , but this only reduces the chance of opening the maliciously crafted Windows Metafile , and does not protect against the vulnerability being exploited as these browsers still open the metafile if it is masquerading as another format .",[],[],"defaultdict(<class 'list'>, {})"
